Meter identifier,Aerial_info,dc_day,dc_month,dc_week,latitude,longitude
M66090,No Aerial,100,100.0231481,100,-37.542822,175.169872
M13468,No Aerial,100,99.98842593,100,-37.555295,175.161617
M69950,No Aerial,100,99.96527778,99.95039683,-37.573841,175.148451
M43246,No Aerial,0,0,0,-37.537173,175.165821
M66546,No Aerial,100,100.0347222,100,-37.535828,175.1634
M4882,No Aerial,100,99.97685185,100,-37.533645,175.162664
M14457,No Aerial,100,100.0231481,100,-37.535828,175.1634
M10516,No Aerial,100,99.96527778,99.95039683,-37.536372,175.164784
M27163,No Aerial,100,99.93055556,99.95039683,-37.535659,175.163504
M8477,No Aerial,100,100.0115741,100,-37.533589,175.162803
M52067,No Aerial,100,100,100.0496032,-37.535022,175.162709
M55167,No Aerial,100,100.0231481,100,-37.5345,175.162954
M23747,No Aerial,100,100,100,-37.535509,175.163058
M68917,No Aerial,100,100.0347222,100.0992063,-37.536423,175.162837
M49741,No Aerial,100,100,100,-37.53857,175.167152
M46091,No Aerial,100.3472222,100.0115741,100.0496032,-37.538464,175.167953
M56000,No Aerial,100,100,100,-37.53892,175.168049
M58551,No Aerial,100,100,99.95039683,-37.537277,175.164935
M30490,No Aerial,100,100.0115741,100,-37.537885,175.16707
M1953,No Aerial,100,100,100,-37.542869,175.159047
M37148,No Aerial,100,100.0231481,100,-37.543282,175.159119
M7102,No Aerial,100,100,100.0496032,-37.543441,175.159109
M53680,No Aerial,100,100,100,-37.542333,175.158857
M66438,No Aerial,100.3472222,100.0231481,100.0496032,-37.542768,175.159259
M57850,No Aerial,99.65277778,99.98842593,99.95039683,-37.538915,175.169329
M60911,No Aerial,100,99.98842593,100,-37.538948,175.168851
M6336,No Aerial,100,100,100,-37.539022,175.169135
M43714,No Aerial,100,100.0347222,100.0496032,-37.555533,175.161574
M1357,No Aerial,100,99.94212963,99.90079365,-37.53906,175.169579
M15530,No Aerial,100,100.0694444,100,-37.538646,175.168265
M11676,No Aerial,100,99.97685185,100,-37.544219,175.159257
M4511,No Aerial,100,99.97685185,99.95039683,-37.552728,175.159226
M10631,No Aerial,100,100.0115741,100,-37.533466,175.161748
M27080,No Aerial,100,100.0115741,100,-37.552625,175.159369
M46245,No Aerial,100,99.97685185,99.95039683,-37.5398,175.158278
M51312,No Aerial,100,99.98842593,100,-37.537856,175.158401
M342,No Aerial,100,100.0115741,100,-37.537088,175.158515
M37234,No Aerial,100,99.98842593,100,-37.538395,175.158406
M19978,No Aerial,100,100.0115741,100.0992063,-37.53588,175.15879
M59686,No Aerial,100,100.0115741,100,-37.54301,175.158105
M46880,No Aerial,100,99.98842593,100,-37.546211,175.169418
M61113,No Aerial,100,100,99.95039683,-37.546427,175.170752
M11811,No Aerial,100,99.97685185,99.95039683,-37.545501,175.172132
M7469,No Aerial,99.65277778,100.0115741,99.95039683,-37.55521,175.161876
M51021,No Aerial,100,99.97685185,99.95039683,-37.540998,175.160704
M12769,No Aerial,100,100.0347222,100.0496032,-37.54341,175.160923
M41897,No Aerial,100,100.0231481,100.0496032,-37.543665,175.158141
M64194,No Aerial,100,100,100,-37.550558,175.159565
M22260,No Aerial,100,99.96527778,99.95039683,-37.544111,175.157916
M4227,No Aerial,100,99.98842593,100,-37.543263,175.158198
M18610,No Aerial,100,99.98842593,99.85119048,-37.544321,175.158168
M48219,No Aerial,99.65277778,100,99.95039683,-37.545352,175.15968
M59703,No Aerial,100,100.0462963,100,-37.540109,175.169361
M38633,No Aerial,100,100.0115741,100.0496032,-37.539515,175.168683
M38777,No Aerial,100,100,100,-37.540312,175.169531
M37175,No Aerial,100,100,100,-37.541517,175.170056
M22532,No Aerial,100,100,100,-37.545852,175.159955
M7647,No Aerial,100,100.0231481,100.0496032,-37.539871,175.169527
M64725,No Aerial,100,99.98842593,100,-37.539696,175.170023
M26655,No Aerial,100,100,100,-37.540692,175.170342
M33366,No Aerial,100,100.0347222,100.0992063,-37.541407,175.170834
M5338,No Aerial,100,99.98842593,100,-37.541096,175.170723
M29610,No Aerial,100,99.97685185,100,-37.541639,175.171106
M24960,No Aerial,100,100,100,-37.544148,175.170178
M54888,No Aerial,100,99.96527778,99.95039683,-37.57183,175.151213
M25691,No Aerial,100,100,100,-37.545336,175.168549
M60148,No Aerial,100,99.96527778,100,-37.571731,175.149956
M33076,No Aerial,100,100.0115741,100,-37.558998,175.169847
M8078,No Aerial,100,99.97685185,99.95039683,-37.548624,175.159754
M49767,No Aerial,100,99.98842593,100,-37.546742,175.1592
M41319,No Aerial,100,100,100,-37.54722,175.159553
M63390,No Aerial,100,99.97685185,100,-37.546716,175.159623
M17867,No Aerial,100,100.0231481,100,-37.548368,175.159878
M49788,No Aerial,100,100.0231481,100,-37.547337,175.159664
M30759,No Aerial,100,99.98842593,100,-37.545441,175.159517
M26792,No Aerial,99.65277778,99.98842593,100.0496032,-37.549084,175.158915
M2073,No Aerial,100,100,99.95039683,-37.545346,175.159755
M10294,No Aerial,100,100.0231481,100,-37.546035,175.159488
M57881,No Aerial,100,99.9537037,99.95039683,-37.545363,175.159754
M11814,No Aerial,100,99.98842593,100,-37.547186,175.159216
M5157,No Aerial,100.3472222,99.98842593,100.0496032,-37.547114,175.15938
M43314,No Aerial,100,100.0115741,100,-37.543467,175.170394
M27244,No Aerial,100,100,100,-37.54552,175.169059
M47751,No Aerial,100,99.96527778,100,-37.542368,175.170661
M31921,No Aerial,100,100.0347222,100.0496032,-37.543937,175.170619
M39161,No Aerial,0,0,0,-37.54408,175.169862
M64142,No Aerial,100,100.0231481,100,-37.5449,175.15949
M16933,No Aerial,100,100,100,-37.541788,175.159425
M2530,No Aerial,100,100,100,-37.542012,175.159633
M39448,No Aerial,100,99.98842593,100,-37.541777,175.170203
M17934,No Aerial,100,99.97685185,100,-37.536921,175.158268
M36335,No Aerial,100,99.96527778,100,-37.546277,175.159647
M32264,No Aerial,100,99.9537037,99.95039683,-37.543784,175.16993
M4726,No Aerial,100,99.98842593,100,-37.54264,175.170658
M19179,No Aerial,100,100.0115741,100,-37.544285,175.169338
M33693,No Aerial,100,100.0115741,100.0496032,-37.545834,175.168371
M34015,No Aerial,100,99.98842593,99.95039683,-37.545405,175.169207
M40583,No Aerial,100,99.98842593,100.0496032,-37.545075,175.168787
M33924,No Aerial,100,100,100.0496032,-37.544553,175.168947
M31115,No Aerial,100,99.97685185,99.95039683,-37.555962,175.162106
M62000,No Aerial,100,100,100,-37.534938,175.159048
M13336,No Aerial,100,100.0115741,100,-37.535498,175.158898
M65415,No Aerial,100,100,100,-37.555474,175.161615
M20498,No Aerial,100,99.98842593,100,-37.555363,175.16151
M18929,No Aerial,100,100,100,-37.540523,175.161985
M3670,No Aerial,100,99.96527778,100,-37.539541,175.167732
M41047,No Aerial,99.65277778,100,99.95039683,-37.544215,175.16056
M45958,No Aerial,100,99.96527778,100,-37.548972,175.160537
M63866,No Aerial,100,100,100.0496032,-37.550248,175.158426
M38248,No Aerial,100,100.0115741,100,-37.402915,175.144578
M53560,No Aerial,100,100.0231481,100,-37.564427,175.1501
M59556,No Aerial,100,99.9537037,100,-37.401115,175.146333
M20968,No Aerial,100,100.0578704,100,-37.668459,175.144344
M1830,No Aerial,100,99.98842593,100,-37.668381,175.145296
M24097,No Aerial,0,0,0,-37.67904,175.162833
M17108,No Aerial,99.65277778,100.0231481,100,-37.560682,175.169975
M19292,No Aerial,100,99.97685185,100.0496032,-37.558479,175.161408
M10324,No Aerial,100,100,100,-37.55869,175.160848
M16086,No Aerial,100,100.0115741,99.95039683,-37.562099,175.145137
M57251,No Aerial,100,100,100,-37.56148,175.161965
M54830,No Aerial,100,99.96527778,99.95039683,-37.560465,175.161584
M39709,No Aerial,100,100.0347222,100,-37.558566,175.16137
M1323,No Aerial,100,99.93055556,100,-37.540325,175.164185
M31883,No Aerial,100,100.0347222,100,-37.554904,175.151124
M13581,No Aerial,100,99.98842593,99.95039683,-37.541655,175.173031
M30180,No Aerial,100,100.0115741,100,-37.542255,175.171081
M54455,No Aerial,100,100,100.0496032,-37.542003,175.17261
M14556,No Aerial,100,100.0115741,100,-37.542003,175.17261
M28662,No Aerial,100,99.98842593,100,-37.541655,175.173031
M24533,No Aerial,100,100.0231481,100,-37.5422,175.173268
M12824,No Aerial,100,99.97685185,99.95039683,-37.541036,175.173403
M1351,No Aerial,100,100.0347222,100,-37.54185,175.173341
M1040,No Aerial,100,100.0115741,100,-37.54232,175.172848
M66684,No Aerial,100,100.0115741,100,-37.541353,175.173146
M40069,No Aerial,100,100,99.95039683,-37.54142,175.173041
M50679,No Aerial,100,99.98842593,100,-37.540906,175.173546
M40547,No Aerial,100,99.98842593,100.0496032,-37.554546,175.151725
M57357,No Aerial,100,99.96527778,99.90079365,-37.554649,175.151553
M69718,No Aerial,100,99.97685185,100.0496032,-37.554828,175.152016
M54188,No Aerial,100,99.98842593,100,-37.564208,175.150352
M32696,No Aerial,99.65277778,99.97685185,99.90079365,-37.557264,175.144758
M64630,No Aerial,99.30555556,99.9537037,99.8015873,-37.550845,175.151543
M26928,No Aerial,100,99.98842593,100,-37.551655,175.16063
M63331,No Aerial,100,100,99.95039683,-37.551788,175.160533
M17693,No Aerial,100.3472222,100.0115741,100.0496032,-37.561586,175.168799
M65616,No Aerial,100,100,100.0496032,-37.562445,175.16197
M57743,No Aerial,100,100,100,-37.562139,175.164433
M13259,No Aerial,100,100.0115741,100,-37.552091,175.160956
M6042,No Aerial,100,99.98842593,100,-37.550761,175.153291
M33283,No Aerial,100,100,100,-37.555971,175.1516
M16887,No Aerial,100,99.9537037,100,-37.555899,175.152002
M60217,No Aerial,100,99.94212963,100.0496032,-37.553017,175.151887
M53124,No Aerial,0,0,0,-37.555444,175.151757
M50536,No Aerial,100,100,100,-37.549756,175.158281
M52574,No Aerial,100,99.97685185,100,-37.540587,175.160709
M28717,No Aerial,100,99.90740741,99.95039683,-37.541483,175.161995
M60932,No Aerial,100,100.0115741,100.0496032,-37.54162,175.161801
M1771,No Aerial,100,100,100,-37.539542,175.161199
M32862,No Aerial,100,99.98842593,100,-37.541576,175.171775
M48100,No Aerial,100,99.97685185,99.95039683,-37.541755,175.162896
M64368,No Aerial,100,100.0115741,100,-37.545781,175.160542
M65422,No Aerial,100,100.0115741,100,-37.543912,175.160941
M9859,No Aerial,100,100.0115741,100,-37.545937,175.160364
M61692,No Aerial,100,99.9537037,100,-37.542547,175.170865
M41886,No Aerial,100,100,100,-37.543926,175.160905
M24041,No Aerial,100,100.0115741,100.0496032,-37.541551,175.16038
M65816,No Aerial,100,100.0115741,99.95039683,-37.541697,175.160483
M56735,No Aerial,100,100,100,-37.540989,175.160678
M66661,No Aerial,100,100.0115741,99.95039683,-37.536475,175.160952
M18801,No Aerial,100,99.97685185,100,-37.540615,175.161173
M50090,No Aerial,100,100,100,-37.545541,175.160644
M4088,No Aerial,100,99.97685185,100,-37.537306,175.161132
M6111,No Aerial,100,100.0115741,100,-37.536985,175.161396
M48529,No Aerial,99.30555556,99.86111111,100,-37.536903,175.161475
M56208,No Aerial,100,100,100,-37.535337,175.161091
M57484,No Aerial,100,99.98842593,100,-37.5356,175.161007
M12068,No Aerial,100,99.96527778,100,-37.54485,175.160768
M32886,No Aerial,100,99.98842593,99.95039683,-37.543826,175.16051
M34428,No Aerial,100,99.96527778,99.95039683,-37.544899,175.160165
M12015,No Aerial,0,0,0,-37.541543,175.173641
M61824,No Aerial,100,99.98842593,99.90079365,-37.541605,175.173688
M23192,No Aerial,100,100.0115741,100,-37.541494,175.173708
M3060,No Aerial,100,99.97685185,100,-37.540973,175.173304
M43880,No Aerial,100,99.98842593,99.95039683,-37.556089,175.152018
M40575,No Aerial,99.65277778,100,99.95039683,-37.542141,175.172385
M31214,No Aerial,100,47.62731481,100,-37.541066,175.160703
M13382,No Aerial,100,100.0115741,100.0496032,-37.54218,175.171766
M55307,No Aerial,100,100,100,-37.541811,175.17221
M33321,No Aerial,100,99.98842593,100,-37.54213,175.172058
M25593,No Aerial,100,100.0115741,100,-37.541811,175.17221
M38341,No Aerial,100,100,100,-37.542378,175.161964
M14280,No Aerial,100,100,100.0496032,-37.543223,175.162742
M24496,No Aerial,100,99.98842593,100,-37.543391,175.162896
M46429,No Aerial,100,99.98842593,100,-37.543515,175.163052
M56789,No Aerial,100.3472222,100.462963,100,-37.543409,175.162477
M38484,No Aerial,100,100,100.0496032,-37.542784,175.162035
M39344,No Aerial,99.65277778,100,100,-37.553208,175.159918
M44271,No Aerial,100,100.0231481,100,-37.562554,175.162684
M3070,No Aerial,100,100.0115741,100.0496032,-37.558098,175.168986
M37682,No Aerial,100,99.97685185,100,-37.549782,175.160726
M45385,No Aerial,100,99.98842593,99.95039683,-37.542349,175.159631
M36586,No Aerial,100,100.0115741,100,-37.562169,175.161667
M50140,No Aerial,100,100,100,-37.556026,175.147421
M11828,No Aerial,100.3472222,100,100.0992063,-37.547131,175.169186
M27021,No Aerial,100,99.97685185,100,-37.547196,175.16963
M11115,No Aerial,100,100.0115741,100,-37.547616,175.171095
M23878,No Aerial,100,99.66435185,100,-37.555331,175.150812
M55896,No Aerial,100,99.97685185,99.95039683,-37.556214,175.163591
M29961,No Aerial,100,100.0115741,100,-37.574273,175.151921
M4901,No Aerial,100.3472222,100.0231481,100.0496032,-37.547931,175.172588
M25430,No Aerial,100,100.0115741,100,-37.555057,175.15106
M17029,No Aerial,100,100.0347222,100,-37.554766,175.150912
M53737,No Aerial,100,100.0115741,99.95039683,-37.554659,175.150263
M60465,No Aerial,99.65277778,99.98842593,99.95039683,-37.546282,175.169851
M53051,No Aerial,100,100.0115741,100,-37.541807,175.16303
M43785,No Aerial,100,99.98842593,100,-37.559272,175.147268
M39141,No Aerial,100.3472222,100.0231481,100.0496032,-37.542386,175.162352
M18983,No Aerial,100,100,100,-37.542212,175.162321
M56889,No Aerial,100,99.98842593,99.90079365,-37.560158,175.17071
M53294,No Aerial,100.3472222,100,100.0496032,-37.538353,175.161493
M39765,No Aerial,100,99.97685185,99.95039683,-37.533116,175.158886
M10962,No Aerial,0,0,0,-37.561929,175.163269
M16737,No Aerial,100,99.98842593,100,-37.561793,175.16196
M69839,No Aerial,100.3472222,99.98842593,100.0496032,-37.56221,175.165874
M6992,No Aerial,100,100.0231481,100.0496032,-37.544673,175.160548
M53320,No Aerial,100,100.0115741,100,-37.562229,175.162232
M49092,No Aerial,98.95833333,99.82638889,99.6031746,-37.562096,175.162902
M7823,No Aerial,100,99.94212963,100,-37.7883182,175.2369064
M48099,No Aerial,100,99.98842593,99.95039683,-37.560126,175.146639
M3205,No Aerial,100.3472222,100,100.0992063,-37.582035,175.158801
M17446,No Aerial,100,100,100,-37.678455,175.15735
M62370,No Aerial,100,100,100,-37.67835,175.157343
M54820,No Aerial,100,99.91898148,99.90079365,-37.678289,175.15769
M30255,No Aerial,100,99.97685185,100,-37.68112,175.158555
M68653,No Aerial,100,99.96527778,100,-37.67835,175.157343
M51947,No Aerial,100,99.97685185,100,-37.678455,175.15735
M8104,No Aerial,100,99.98842593,99.95039683,-37.5625,175.147212
M62824,No Aerial,100,100,100,-37.562007,175.161441
M63616,No Aerial,100,75.53240741,75.5952381,-37.562737,175.14763
M60842,No Aerial,98.61111111,99.28240741,99.25595238,-37.563034,175.147312
M37937,No Aerial,100,100,99.95039683,-37.544988,175.171963
M3325,No Aerial,100,99.98842593,99.95039683,-37.545039,175.172248
M50548,No Aerial,100,99.98842593,100,-37.54514,175.172696
M67691,No Aerial,100,100.0231481,100,-37.545064,175.171986
M49914,No Aerial,100.3472222,100.0231481,100.0496032,-37.545052,175.171872
M64545,No Aerial,100,99.98842593,100,-37.562788,175.150436
M6057,No Aerial,100,100.0115741,100,-37.562855,175.150716
M20487,No Aerial,100,100.0115741,100.0496032,-37.563032,175.150672
M1154,No Aerial,100,100.0231481,100.0496032,-37.562788,175.150436
M37922,No Aerial,100,99.98842593,100,-37.562644,175.149905
M48287,No Aerial,100,100.0115741,100,-37.562851,175.149816
M34,No Aerial,100,99.98842593,100,-37.543003,175.16273
M48168,No Aerial,99.65277778,99.9537037,99.85119048,-37.541407,175.162577
M16270,No Aerial,100,99.98842593,100.0496032,-37.536402,175.16094
M61412,No Aerial,100,99.97685185,100,-37.541661,175.163497
M14344,No Aerial,100,100.0115741,100,-37.541575,175.163431
M47927,No Aerial,100,99.96527778,99.95039683,-37.546355,175.168762
M12870,No Aerial,100,100.0231481,100.0496032,-37.546389,175.168773
M55273,No Aerial,100,100,100,-37.563308,175.145627
M3891,No Aerial,100,99.98842593,99.90079365,-37.563101,175.145742
M23667,No Aerial,100,99.97685185,99.95039683,-37.562977,175.145768
M28575,No Aerial,100,100,100,-37.562913,175.147128
M7764,No Aerial,100,100,100,-37.563477,175.145888
M32083,No Aerial,100,99.98842593,100,-37.546474,175.172005
M37431,No Aerial,100,99.98842593,100,-37.546652,175.172491
M20992,No Aerial,100,99.98842593,100,-37.546683,175.172655
M11724,No Aerial,100,100,100,-37.546612,175.17189
M69396,No Aerial,98.61111111,99.49074074,99.00793651,-37.546187,175.171561
M21210,No Aerial,100,99.98842593,100,-37.547962,175.172521
M12469,No Aerial,100,100.0115741,100.0992063,-37.547666,175.172194
M2454,No Aerial,100,99.98842593,100,-37.547103,175.17221
M58013,No Aerial,100,100.0115741,100.0496032,-37.546966,175.172224
M25331,No Aerial,100.3472222,100.0347222,100.0992063,-37.548679,175.173653
M12801,No Aerial,100,99.98842593,100,-37.548136,175.160903
M24846,No Aerial,100,99.98842593,100,-37.547615,175.16594
M37928,No Aerial,100,100.0115741,100,-37.547408,175.169883
M68741,No Aerial,100,100.0115741,100.0496032,-37.547133,175.167525
M33037,No Aerial,100,99.97685185,100,-37.547173,175.169651
M66575,No Aerial,100,99.98842593,100,-37.547499,175.170724
M64577,No Aerial,100,99.97685185,100,-37.549769,175.161278
M15309,No Aerial,100,99.98842593,100,-37.560319,175.151124
M2173,No Aerial,100,100.0231481,100,-37.560326,175.151626
M27708,No Aerial,99.65277778,99.97685185,99.95039683,-37.560469,175.150838
M12414,No Aerial,100,99.97685185,100,-37.560549,175.150827
M7412,No Aerial,100,99.98842593,100.0496032,-37.560091,175.151159
M53238,No Aerial,100,99.96527778,100,-37.559886,175.170569
M54243,No Aerial,100,99.98842593,100,-37.563334,175.151469
M36946,No Aerial,100,100.0347222,100.0496032,-37.559871,175.170004
M6992,No Aerial,100,100,100,-37.539473,175.160823
M66141,No Aerial,100,99.98842593,100,-37.539968,175.161208
M60350,No Aerial,0,0,0,-37.5641,175.150906
M65876,No Aerial,100,99.98842593,100.0496032,-37.564094,175.151172
M46087,No Aerial,100,99.97685185,100,-37.563359,175.151061
M56720,No Aerial,100,99.97685185,100,-37.5652,175.151075
M27745,No Aerial,100,100,100,-37.542098,175.160847
M14922,No Aerial,99.65277778,100,99.95039683,-37.540434,175.160838
M63779,No Aerial,100,100,100,-37.565448,175.151015
M31561,No Aerial,100,100,100,-37.565314,175.151476
M4928,No Aerial,100,100.0231481,100.0992063,-37.541862,175.161411
M14708,No Aerial,100,100.0115741,100.0992063,-37.538925,175.161223
M33471,No Aerial,100,100.0115741,100,-37.537591,175.161311
M10432,No Aerial,100,100,100,-37.53815,175.161395
M7000,No Aerial,100,99.97685185,99.95039683,-37.538611,175.161325
M675,No Aerial,100,100,100,-37.537861,175.161289
M24421,No Aerial,100,100.0231481,100,-37.540327,175.161304
M43257,No Aerial,100,100,99.95039683,-37.561124,175.147094
M12709,No Aerial,100,100,100,-37.551628,175.160529
M47807,No Aerial,100,99.96527778,100,-37.554716,175.146228
M40864,No Aerial,100,100,100,-37.549,175.168945
M67143,No Aerial,100,99.96527778,99.90079365,-37.554849,175.147047
M1495,No Aerial,100,99.97685185,99.95039683,-37.548606,175.168933
M34397,No Aerial,100,99.96527778,100,-37.562205,175.1512
M39077,No Aerial,99.65277778,99.98842593,99.95039683,-37.562577,175.151188
M16417,No Aerial,100,100.0115741,100,-37.562062,175.151127
M69237,No Aerial,100,99.97685185,99.95039683,-37.563167,175.151133
M12538,No Aerial,100,100.0115741,100,-37.561957,175.151213
M33680,No Aerial,100,99.97685185,100,-37.558867,175.14679
M5869,No Aerial,100,100.0115741,100,-37.558901,175.146167
M5441,No Aerial,100,100.0115741,100,-37.53788,175.166892
M57414,No Aerial,100,99.98842593,100,-37.559053,175.171651
M41863,No Aerial,100,99.97685185,99.95039683,-37.56228,175.151388
M67449,No Aerial,100,99.98842593,100,-37.541986,175.161951
M17146,No Aerial,100,100.0115741,100.0496032,-37.56367,175.16468
M16369,No Aerial,100,100.0115741,100,-37.572009,175.14913
M54498,No Aerial,100,100.0115741,100,-37.537828,175.161311
M16001,No Aerial,100,100.0115741,100,-37.572429,175.148789
M21091,No Aerial,100,99.98842593,100,-37.548354,175.168054
M531,No Aerial,100,99.98842593,100,-37.560745,175.169115
M29103,No Aerial,100,99.98842593,100.0496032,-37.56064,175.161506
M27719,No Aerial,100,100.0231481,100,-37.560285,175.161551
M16022,No Aerial,100,100.0115741,100,-37.560905,175.161588
M20854,No Aerial,100,99.98842593,99.95039683,-37.561427,175.161487
M5499,No Aerial,100,100.0115741,100,-37.561609,175.161569
M7218,No Aerial,100,99.98842593,100,-37.548843,175.167991
M62221,No Aerial,100,99.98842593,100,-37.54847,175.168241
M29015,No Aerial,99.65277778,99.97685185,99.95039683,-37.545064,175.159068
M33052,No Aerial,100,100,100,-37.543428,175.169415
M38522,No Aerial,100,99.97685185,100,-37.580801,175.159478
M64515,No Aerial,100,100,100,-37.548523,175.168398
M43210,No Aerial,100,100,100.0496032,-37.667533,175.145245
M54422,No Aerial,100,100,100,-37.668455,175.144628
M4005,No Aerial,100,99.78009259,99.8015873,-37.4145117,175.1509833
M2226,No Aerial,100,99.98842593,100,-37.5741267,175.15108
M7588,No Aerial,100,100,100,-37.555983,175.14789
M52580,No Aerial,100,100.0115741,100.0496032,-37.561776,175.145349
M28121,No Aerial,100,100,100.0496032,-37.567729,175.147691
M105,No Aerial,100,100,100,-37.560262,175.149043
M69275,No Aerial,100,99.97685185,100,-37.559467,175.15539
M8883,No Aerial,100,99.98842593,100,-37.560346,175.1495
M65364,No Aerial,100,99.97685185,100.0496032,-37.562333,175.147643
M48104,No Aerial,100.3472222,100.0231481,100.0496032,-37.539604,175.160061
M42002,No Aerial,100,99.97685185,100.0496032,-37.549591,175.159357
M6808,No Aerial,100,99.97685185,100,-37.551232,175.152521
M31658,No Aerial,100,99.9537037,100,-37.566033,175.150227
M46321,No Aerial,100.3472222,100.0347222,100.0496032,-37.54686,175.159993
M7261,No Aerial,100,99.9537037,100,-37.546913,175.159622
M69430,No Aerial,100,100,99.95039683,-37.546714,175.159837
M55334,No Aerial,100,99.97685185,100,-37.536816,175.158576
M64966,No Aerial,100,100.0115741,100,-37.566769,175.150785
M7309,No Aerial,100,99.98842593,100,-37.542141,175.172385
M11581,No Aerial,100,100,99.95039683,-37.56572,175.148944
M18952,No Aerial,100,100,100,-37.559077,175.144292
M69687,No Aerial,100,99.96527778,99.90079365,-37.581669,175.159514
M7542,No Aerial,100,99.98842593,99.95039683,-37.556944,175.146529
M42237,No Aerial,100,100,100.0496032,-37.558209,175.151272
M54555,No Aerial,100,100,100,-37.568983,175.151392
M19580,No Aerial,100,99.98842593,100,-37.567287,175.151242
M69015,No Aerial,100,99.98842593,100,-37.56845,175.1514
M51858,No Aerial,100,99.98842593,99.95039683,-37.559375,175.151714
M63940,No Aerial,100,99.98842593,100,-37.562799,175.167199
M13298,No Aerial,100,100,100,-37.560682,175.161998
M6821,No Aerial,100,100.0231481,100,-37.543449,175.164825
M19079,No Aerial,100,100,100,-37.561685,175.145467
M51118,No Aerial,100,100.0115741,100,-37.581399,175.15372
M50095,No Aerial,100,99.97685185,99.95039683,-37.545704,175.169151
M69612,No Aerial,100,100,100,-37.406605,175.133403
M7787,No Aerial,100,100,100,-37.567566,175.149148
M12537,No Aerial,100,100.0462963,100,-37.673,175.142451
M66737,No Aerial,99.65277778,99.18981481,99.85119048,-37.664873,175.142841
M55681,No Aerial,100.3472222,99.57175926,99.35515873,-37.674049,175.144228
M39991,No Aerial,100,100,100,-37.78665009,175.2315172
M4455,No Aerial,100,100.0231481,100.0496032,-37.79572845,175.2321815
M34885,No Aerial,100,100.0115741,100,-37.78589907,175.230936
M3197,No Aerial,100,100,100.0496032,-37.786123,175.230657
M49359,No Aerial,100,100,100,-37.79536406,175.2319437
M23865,No Aerial,100,100.0115741,100,-37.786949,175.231172
M45634,Aerial Installed - Enabled,0,0,0,-37.454541,175.257881
M37693,No Aerial,100,100.0115741,100.0496032,-37.559377,175.160608
M48439,No Aerial,99.30555556,100.0694444,99.90079365,-37.81224843,175.2166824
M67098,No Aerial,100,100.0231481,100.0496032,-37.7884,175.2314767
M68334,No Aerial,96.18055556,96.34259259,94.09722222,-37.317849,175.07187
M65240,No Aerial,100,100.0231481,100.0496032,-37.411275,175.152231
M15726,No Aerial,100.3472222,99.59490741,99.85119048,-37.562529,175.14483
M17580,No Aerial,100,100,100,-37.78800053,175.2329365
M65416,No Aerial,100,100.0115741,100,-37.547868,175.161043
M54737,No Aerial,100,100,100,-37.555765,175.16246
M24257,Aerial Installed - Enabled,100,100,100,-37.538128,175.194265
M45620,No Aerial,100,100,100,-37.580768,175.159616
M59568,No Aerial,100,100.0347222,100.0496032,-37.546825,175.162238
M36265,No Aerial,100,100,100,-37.547564,175.160442
M46473,No Aerial,100,100.0231481,99.95039683,-37.543263,175.158198
M41293,No Aerial,100,100.0115741,100,-37.550288,175.158314
M24404,No Aerial,100,100.0231481,100,-37.546734,175.161552
M4942,No Aerial,97.91666667,97.28009259,97.02380952,-37.8194564,175.2234553
M58943,No Aerial,100,100.0231481,100.0496032,-37.572541,175.151466
M58,No Aerial,100,100.0115741,100.0496032,-37.563712,175.149321
M11741,No Aerial,100,100.0231481,100,-37.79470093,175.225565
M6043,Aerial Installed - Enabled,100.3472222,100.0231481,100.0496032,-37.790834,175.216115
M64326,No Aerial,100,100,100,-37.79104,175.22933
M53031,No Aerial,100.3472222,99.375,100,-37.82023449,175.2237411
M13717,No Aerial,100,100.0231481,100.0992063,-37.795975,175.2293667
M61937,No Aerial,100,100.0115741,100,-37.79665667,175.2303183
M21795,No Aerial,100,100,100,-37.79625833,175.2293283
M59248,No Aerial,100,100,100,-37.79627167,175.2295583
M34940,No Aerial,100,100,100.0496032,-37.79638667,175.22888
M42618,No Aerial,100,100,100,-37.79537,175.2289117
M60414,No Aerial,100,99.93055556,100,-37.79038,175.2312067
M49286,No Aerial,100,100,100,-37.78882667,175.2327967
M18361,No Aerial,100,100.0115741,100,-37.78843667,175.23208
M54826,No Aerial,100,100.0115741,100,-37.78825333,175.23112
M42306,No Aerial,100,100.0231481,100,-37.79518167,175.229
M31683,No Aerial,100.3472222,100.0347222,100.0496032,-37.81975256,175.2259195
M4847,No Aerial,100,100.0115741,100,-37.539411,175.158105
M3374,No Aerial,98.95833333,99.02777778,99.20634921,-37.558415,175.16997
M3708,No Aerial,100,100.0231481,100,-37.539694,175.161359
M8032,No Aerial,100,100.0115741,100,-37.5622,175.161356
M48914,No Aerial,100,100,100,-37.562068,175.161978
M12332,No Aerial,98.26388889,99.60648148,98.90873016,-37.557531,175.178998
M1776,No Aerial,100,100.0347222,100.0496032,-37.561173,175.169633
M59155,No Aerial,98.95833333,96.79398148,98.95833333,-37.562562,175.165929
M5098,No Aerial,98.61111111,96.96759259,98.31349206,-37.83172535,175.2105838
M1213,No Aerial,100,100.0115741,100.0496032,-37.83017965,175.2178631
M7389,No Aerial,100,100,100,-37.563571,175.145653
M55755,No Aerial,100,100.0115741,100,-37.562439,175.167926
M3350,No Aerial,100,99.98842593,99.95039683,-37.56271,175.14788
