Meter identifier,Aerial_info,dc_day,dc_month,dc_week,latitude,longitude
M11102,No Aerial,100,100.0115741,100.0496032,-37.81561167,174.9400133
M14948,Aerial installed - Enabled,100,100,100,-37.83018833,175.0254817
M38121,No Aerial,97.91666667,98.72685185,96.97420635,-37.81438167,174.91329
M46601,No Aerial,99.65277778,99.78009259,99.65277778,-37.830542,174.849429
M68357,No Aerial,100,100,100,-37.83431333,174.9824083
M26135,No Aerial,100,99.91898148,100,-37.882215,174.8574183
M57362,No Aerial,100,100,100,-37.88011667,175.0313283
M734,No Aerial,97.22222222,97.67361111,96.62698413,-37.86248667,174.8412317
M31924,No Aerial,100,100,100,-37.84192167,174.8883683
M49743,No Aerial,99.65277778,99.75694444,99.95039683,-37.81096833,174.85831
M40566,No Aerial,100,100.0231481,100.0496032,-37.40832,175.1339667
M29179,No Aerial,100,100.0347222,100,-37.833882,175.192618
M832,No Aerial,80.20833333,87.24537037,86.11111111,-37.901157,174.781773
M34179,No Aerial,100,100,100,-37.741795,174.9751333
M24269,No Aerial,100.3472222,100.0115741,100.0496032,-37.572727,175.057846
M54532,No Aerial,100,99.97685185,100,-37.88685333,174.83186
M64279,No Aerial,100,100,100,-37.851855,175.0554367
M18008,No Aerial,100,100,100,-37.81441333,174.90432
M22606,Aerial Installed - Enabled,100,100,100,-37.87713667,174.8689783
M51666,No Aerial,100,99.91898148,99.95039683,-37.82748167,174.8861533
M63080,No Aerial,98.26388889,99.02777778,99.20634921,-37.556894,175.14591
M571,No Aerial,100,100.0231481,100.0496032,-37.411252,175.15175
M54752,No Aerial,0,0,0,-37.921454,174.840106
M41985,No Aerial,100,99.76851852,99.75198413,-37.4052409,175.1425855
M66957,Aerial Installed - Enabled,100,99.91898148,100,-37.23666853,175.2547061
M16980,No Aerial,100,100,100,-37.8207704,175.2179667
M62827,Aerial Installed - Enabled,100,100,100,-37.522173,175.160481
M5459,No Aerial,100,99.98842593,100,-37.83237013,175.1865476
M22597,No Aerial,100,100,100,-37.81938935,175.2238889
M18960,Aerial Installed - Enabled,0,0,0,-37.82684041,175.2565281
M61432,No Aerial,100,100.0231481,100,-37.560966,175.160053
M38864,No Aerial,100,100.0115741,100,-37.612,175.384449
M36886,No Aerial,100,100.0231481,100,-37.612,175.384449
M40338,No Aerial,100,99.60648148,99.6031746,-37.681768,175.40107
M63839,No Aerial,99.65277778,99.59490741,99.50396825,-37.765958,175.113886
M15703,No Aerial,100,99.98842593,100,-37.77815,175.12944
M47132,No Aerial,100,100,100,-37.44994,175.090463
M26426,No Aerial,100,100.0115741,100.0496032,-37.82795414,175.1982712
M58640,Aerial Installed - Enabled,100,99.96527778,100.0496032,-37.691736,175.149533
M15934,No Aerial,92.36111111,97.41898148,97.76785714,-37.830294,175.203406
M42329,No Aerial,100,100.0231481,100.0496032,-37.83273924,175.2124742
M3309,No Aerial,100,100.0231481,100,-37.83171068,175.2106251
M2685,No Aerial,100,100.0115741,100.0992063,-37.832777,175.209038
M56704,No Aerial,100,100,100,-37.83213268,175.2100718
M12178,No Aerial,100,100,100,-37.83447025,175.1966819
M64056,No Aerial,100,99.4212963,100,-37.297879,175.229265
M19075,No Aerial,100,97.90509259,91.0218254,-37.79497087,175.2036507
M24804,No Aerial,100,99.9537037,100,-37.57935216,175.2285844
M11843,No Aerial,100,99.50231481,99.90079365,-37.289466,175.219885
M66454,No Aerial,100,100.0115741,100,-37.403562,175.14428
M16732,No Aerial,100,100,100,-37.64760562,175.2512711
M49783,No Aerial,100,100,100,-37.64792889,175.2506861
M48318,No Aerial,100,100,100,-37.64859355,175.2499341
M48186,No Aerial,100,100,100.0496032,-37.64635541,175.2529549
M48388,No Aerial,100,100,100,-37.64446412,175.2548706
M25941,No Aerial,100,100,99.95039683,-37.64435257,175.2550384
M43980,No Aerial,100,100.0115741,100,-37.604662,175.164765
M36920,No Aerial,100,99.94212963,100,-37.66761,175.147931
M67266,No Aerial,100,100,100,-37.8276255,175.1955324
M30045,No Aerial,100,100,100,-37.79189842,175.2181925
M11927,No Aerial,100,99.98842593,100,-37.79513006,175.2284215
M59486,No Aerial,100,100.0347222,100,-37.59464,175.3453417
M67016,No Aerial,100,100,100,-37.74869898,175.2920316
M25896,Aerial Installed - Enabled,100,99.31712963,100,-37.921454,174.840106
M26672,No Aerial,100,100,100,-37.79203092,175.2140575
M20918,No Aerial,100,100,100,-37.79926412,175.219434
M45620,No Aerial,100,99.98842593,100,-37.79203092,175.2140575
M21912,No Aerial,100,100,100,-37.83787843,175.192091
M39808,No Aerial,100,100,100.0496032,-37.7935497,175.203643
M66179,No Aerial,100,99.98842593,99.95039683,-37.83272268,175.2106769
M57128,Aerial Installed - Enabled,0,0,0,-37.88614667,174.7656167
M18586,No Aerial,100,100,100,-37.8234834,175.2643521
M66134,No Aerial,100,100.0231481,100.0496032,-37.83795333,175.00582
M25838,No Aerial,100,100,100,-37.550362,175.174663
M52051,No Aerial,100,100,100.0496032,-37.501538,175.319964
M27910,No Aerial,100,100,100,-37.501538,175.319964
M60065,Aerial Installed - Enabled,100,99.98842593,100,-37.71024979,175.1422895
M2309,No Aerial,99.30555556,99.66435185,99.65277778,-37.3860344,175.0903542
M35396,Aerial Installed - Enabled,100,99.98842593,100,-37.806603,174.91256
M38228,Aerial Installed - Enabled,100,100.0231481,100.0992063,-37.855652,174.911549
M8679,Aerial Installed - Enabled,100,100,100,-37.866596,175.028279
M37279,No Aerial,100,100.0115741,99.95039683,-37.82872333,174.978945
M17124,No Aerial,100,100,100,-37.82703833,174.978285
M54546,No Aerial,100,100,100,-37.83153667,174.9984933
M53193,Aerial Installed - Enabled,100,100,100,-37.81945167,174.9600367
M35681,Aerial Installed - Enabled,100,100.0231481,100.0496032,-37.826225,174.907145
M45041,No Aerial,100,100,100,-37.83983,175.02692
M21532,No Aerial,100,100,100,-37.84467167,175.031135
M62772,No Aerial,100,100,100,-37.84059167,175.0264983
M19662,Aerial installed - Enabled,100,97.58101852,100,-37.82100833,175.0461817
M61552,Aerial installed - Enabled,100,97.67361111,100,-37.82174833,175.039035
M32473,No Aerial,100,99.88425926,100,-37.84278,175.027025
M35392,No Aerial,100,99.98842593,100,-37.85260167,175.055195
M29149,Aerial Installed - Enabled,52.77777778,67.22222222,72.81746032,-37.89457833,175.046215
M7201,Aerial Installed - Enabled,0,0,0,-37.828405,175.0436567
M24423,No Aerial,100,100,100,-37.85357,175.054295
M44344,Aerial Installed - Enabled,100.3472222,100.0115741,100.0496032,-37.84523333,175.0305183
M51263,No Aerial,100,100,100,-37.84253,175.0290683
M18913,No Aerial,100,99.97685185,99.95039683,-37.84331,175.0306733
M45678,No Aerial,100,100.0115741,100,-37.84391833,175.0305683
M11844,No Aerial,100,100.0115741,100,-37.82272,174.971542
M16322,No Aerial,100,100.0231481,100,-37.84370167,175.0297433
M5296,Aerial Installed - Enabled,84.375,66.44675926,73.85912698,-37.85717167,174.9113083
M54771,No Aerial,100,100.0231481,100,-37.88569167,174.897595
M7734,No Aerial,100,100.0115741,100,-37.87594167,174.843345
M58033,No Aerial,100,99.98842593,100,-37.86172,174.8353383
M5895,No Aerial,100,100,100,-37.88617333,174.8858717
M19710,No Aerial,100,100,100,-37.82549333,174.88633
M28818,No Aerial,100,99.97685185,100,-37.88197667,174.8682667
M18532,No Aerial,100,99.98842593,100,-37.8137,174.93572
M58599,No Aerial,100,100,100,-37.81511667,174.9279917
M38065,Aerial Installed - Enabled,100,100.0115741,100,-37.81511667,174.9279917
M63143,No Aerial,100,100,100,-37.81453667,174.9351617
M7914,No Aerial,100,100.0115741,100,-37.84428167,174.9104083
M12182,No Aerial,100,100,100,-37.85044667,174.906035
M6480,Aerial Installed - Enabled,100,98.73842593,100,-37.91439833,174.8149583
M9806,No Aerial,100,99.98842593,100,-37.896205,174.8593817
M32604,No Aerial,100,100,100,-37.84588833,174.91136
M38388,No Aerial,100,100.0115741,100,-37.83779833,174.9126817
M45298,No Aerial,100,99.98842593,100,-37.89585333,174.8584983
M47824,Aerial Installed - Enabled,100,98.7037037,100,-37.927205,174.7906383
M68251,No Aerial,100,100,100,-37.83825667,174.9816783
M36907,No Aerial,100,100,100,-37.83431333,174.9824083
M42327,Aerial installed - Enabled,100,97.69675926,100,-37.82543167,175.0456583
M568,Aerial installed - Enabled,100,97.56944444,100,-37.82381,175.045475
M35661,Aerial installed - Enabled,100,97.74305556,100,-37.82628,175.04518
M11892,Aerial installed - Enabled,0,0,0,-37.82877667,175.0464833
M28318,No Aerial,100,100,100,-37.82972333,174.9578267
M26385,No Aerial,100.3472222,100.0231481,100.0992063,-37.85274167,174.90014
M55779,No Aerial,100,98.69212963,100,-37.92346167,174.797
M53376,Aerial Installed - Enabled,100,97.83564815,100,-37.91247,174.789569
M53343,No Aerial,100,99.9537037,100,-37.379581,175.301508
M56504,Aerial Installed - Enabled,0,0,0,-37.93336167,174.8522333
M49256,No Aerial,100,100,100,-37.835585,174.9180467
M11714,No Aerial,100,99.96527778,100,-37.88579667,174.8237283
M48719,Aerial Installed - Enabled,22.91666667,47.28009259,35.46626984,-37.86391333,174.8907683
M66977,Aerial Installed - Enabled,0,0,0,-37.86673833,174.8358567
M67062,No Aerial,100,99.96527778,100,-37.89022667,174.813515
M45156,Aerial Installed - Enabled,100,100.0115741,100,-37.87337333,174.8740817
M26990,No Aerial,100,100.0231481,100.0496032,-37.656345,175.2113267
M20500,Aerial Installed - Enabled,100,98.72685185,100,-37.91961167,174.8068817
M40238,No Aerial,100,99.3287037,100,-37.906595,174.8640683
M52254,No Aerial,100,100,100,-37.89733,174.8583667
M23396,No Aerial,100,99.98842593,100,-37.83186333,174.982725
M28464,No Aerial,100,99.98842593,99.95039683,-37.491609,175.157539
M21040,Aerial installed - Enabled,100,99.98842593,99.95039683,-37.82607167,175.0236567
M53373,No Aerial,100,98.14814815,98.11507937,-37.862991,174.847685
M10865,Aerial Installed - Enabled,100,100,100,-37.87037667,174.869755
M30631,No Aerial,100,100,100,-37.88118167,174.8780583
M50683,No Aerial,0,0,0,-37.95880833,174.809285
M62717,No Aerial,100,100.0231481,100,-37.394077,175.125887
M68568,No Aerial,100,99.90740741,100,-37.84419333,175.0278433
M63177,No Aerial,100,100,100,-37.844703,174.890538
M36110,No Aerial,100,100.0231481,100.0496032,-37.848075,175.0498533
M7962,No Aerial,100,99.49074074,97.76785714,-37.84827,175.0396967
M52651,No Aerial,100,100.0231481,100.0496032,-37.805351,175.138927
M57669,No Aerial,100,100,100,-37.847705,175.03847
M13343,No Aerial,100,97.95138889,97.17261905,-37.86325167,174.8451433
M51327,Aerial Installed - Enabled,0,0,0,-37.96103333,174.9228883
M16557,Aerial Installed - Enabled,100,100,100,-37.87216667,174.8656317
M43199,No Aerial,100,99.17824074,96.37896825,-37.86658333,174.8514383
M42870,Aerial Installed - Enabled,0,0,0,-37.9053,174.7848017
M33400,Aerial Installed - Enabled,47.22222222,94.07407407,92.46031746,-37.838907,174.848968
M48821,Aerial Installed - Enabled,100,100.0231481,100,-37.87516,174.873845
M4443,Aerial Installed - Enabled,100,99.91898148,100,-37.882215,174.8574183
M64833,Aerial installed - Enabled,0,0,0,-37.82733667,175.03493
M21855,No Aerial,100,99.34027778,100,-37.90622667,174.8645633
M61513,Aerial Installed - Enabled,100,99.35185185,100,-37.92281167,174.8437133
M13664,Aerial Installed - Enabled,0,0,0,-37.93125333,174.8524967
M16890,No Aerial,100,99.3287037,100,-37.91927667,174.8604633
M49864,No Aerial,100,100.0231481,100.0496032,-37.84509833,174.9118633
M21819,No Aerial,100,99.34027778,100,-37.92065,174.8518417
M41682,No Aerial,100,100,100,-37.82607167,175.0236567
M9206,Aerial Installed - Enabled,100,82.83564815,99.95039683,-37.74895667,174.971175
M51620,Aerial installed - Enabled,100,100,100,-37.822073,175.021533
M5834,Aerial installed - Enabled,100,100.0115741,100.0496032,-37.824535,175.0214317
M60498,Aerial Installed - Enabled,0,0,0,-37.292899,175.170339
M58160,No Aerial,100,100,100,-37.815375,174.9387667
M43204,No Aerial,100,100,99.90079365,-37.83945,174.914425
M39392,Aerial Installed - Enabled,100,100.0231481,100.0496032,-37.81441333,174.90432
M44769,Aerial Installed - Enabled,100,83.03240741,100.0496032,-37.748868,174.971679
M32244,Aerial Installed - Enabled,100,100.0231481,100.0496032,-37.606908,175.172977
M3989,No Aerial,100,100,100,-37.816155,174.915635
M52671,No Aerial,100,100,100,-37.816155,174.915635
M13722,No Aerial,0,0,0,-37.95268167,174.93683
M28779,No Aerial,100,100.0347222,100,-37.83576,174.9646667
M46646,No Aerial,100,99.44444444,100,-37.82989167,174.9582783
M13503,No Aerial,100,99.98842593,100,-37.83592,174.960065
M31849,No Aerial,100,100.0115741,100,-37.83708833,175.0101967
M7748,Aerial Installed - Enabled,100,100,100,-37.837305,175.0105167
M33625,Aerial Installed - Enabled,100,100,100,-37.87341167,174.8733467
M22390,Aerial Installed - Enabled,100,100.0115741,100,-37.80869333,174.9531917
M32745,Aerial Installed - Enabled,100,99.96527778,100,-37.88685333,174.83186
M25840,No Aerial,100,100,100,-37.86114,174.9166467
M64233,No Aerial,100,99.98842593,100,-37.89598,174.8816567
M17983,Aerial Installed - Enabled,100,100,100,-37.70141667,174.9891283
M14087,Aerial Installed - Enabled,0,4.386574074,18.50198413,-37.77280333,174.9758733
M67591,No Aerial,100,100.0115741,100,-37.85242333,175.0532283
M20471,No Aerial,100,100,100,-37.83491667,174.920745
M30421,No Aerial,100,100,100,-37.87932333,175.0324367
M39750,Aerial installed - Enabled,0,0,0,-37.82098167,175.03702
M57349,Aerial installed - Enabled,0,0,0,-37.79943667,175.033885
M31351,Aerial installed - Enabled,100,97.61574074,100,-37.820735,175.0377467
M21706,No Aerial,100,100.0231481,100,-37.87556,174.8439967
M67293,No Aerial,100,100,100,-37.87452667,174.8463617
M8484,No Aerial,100,100,100,-37.81561167,174.9400133
M24744,Aerial Installed - Enabled,100,100,100,-37.85650833,175.03416
M58178,No Aerial,100,99.34027778,100,-37.911487,174.862349
M25486,Aerial Installed - Enabled,100,100,100,-37.80864667,174.9351817
M60688,No Aerial,100,100.0115741,100,-37.854221,175.192189
M53562,No Aerial,100,99.97685185,99.95039683,-37.814946,174.915444
M16020,No Aerial,100,99.98842593,100,-37.81438167,174.91329
M11311,No Aerial,100,99.98842593,100,-37.80864667,174.9351817
M35924,Aerial Installed - Enabled,100,100.0115741,100,-37.906625,174.904235
M10200,No Aerial,100,100.0115741,100,-37.86098833,174.9256267
M33013,No Aerial,100,99.34027778,100,-37.906486,174.864686
M13682,No Aerial,100,100,100,-37.859555,174.9090017
M17390,No Aerial,100.3472222,100.0115741,100.0496032,-37.550151,175.140587
M53948,No Aerial,100,100,100,-37.86375167,174.8502233
M17152,No Aerial,100,99.98842593,100,-37.825025,174.85431
M54738,No Aerial,100,100,100,-37.82685333,174.97674
M49841,No Aerial,100,100,100,-37.83820833,174.923995
M23977,No Aerial,100,100.0231481,100,-37.83739667,174.9241417
M69958,No Aerial,100,100.0115741,100,-37.804774,175.153291
M25003,No Aerial,100,100,100,-37.87037667,174.869755
M33357,No Aerial,100,100,100,-37.84571833,175.0294283
M27767,No Aerial,100,99.97685185,100,-37.895446,174.872463
M23339,Aerial Installed - Enabled,100,100,100,-37.88011667,175.0313283
M36256,Aerial Installed - Enabled,100,100,100,-37.84996167,175.04744
M52999,Aerial Installed - Enabled,19.79166667,49.56018519,16.26984127,-37.883199,174.827132
M65621,No Aerial,100,99.98842593,100,-37.217,175.291408
M22037,No Aerial,0,0,0,-37.731075,174.971453
M49074,No Aerial,100,100.0231481,100,-37.901839,174.906678
M23085,No Aerial,100,100,100,-37.86596667,175.03303
M26696,No Aerial,0,65.3125,0,-37.86294167,174.8757733
M3568,No Aerial,100,100,100,-37.86038,174.878765
M38249,No Aerial,100,100,100,-37.86461667,174.8774517
M9029,No Aerial,100,100.0231481,100.0496032,-37.846115,175.0315383
M49523,No Aerial,100,100,100,-37.84047667,175.0268417
M62916,Aerial Installed - Enabled,100,100,100,-37.864505,175.0341633
M65381,No Aerial,100,100.0231481,100.0496032,-37.83904667,175.0240717
M37718,No Aerial,100,100,100,-37.86596667,175.03303
M2239,No Aerial,100,100.0115741,100.0496032,-37.84317833,175.0294217
M19001,Aerial Installed - Enabled,100,100.0115741,100,-37.81343333,174.9029233
M11303,No Aerial,100,100.0115741,100,-37.84462833,175.0310133
M13580,Aerial Installed - Enabled,0,0,0,-37.934264,174.856135
M1576,No Aerial,100,99.97685185,100,-37.897102,174.855845
M29676,Aerial Installed - Enabled,100,98.26388889,100,-37.858193,174.906657
M4187,Aerial Installed - Enabled,100,99.98842593,100,-37.861298,174.860169
M17292,No Aerial,100,99.90740741,100,-37.843561,175.027375
M61304,No Aerial,100,100,100,-37.659921,175.294973
M18093,No Aerial,100,100.0115741,100,-37.866977,174.848592
M21142,No Aerial,100,99.9537037,100,-37.883881,174.869023
M45515,No Aerial,100,100,100,-37.67887882,175.2421459
M19855,No Aerial,100,100.0115741,100.0496032,-37.865405,175.148004
M15664,Aerial Installed - Enabled,80.20833333,67.19907407,76.33928571,-37.897479,175.030403
M43274,Aerial Installed - Enabled,100,100,100,-37.851853,175.026723
M32926,No Aerial,100,100.0347222,100.0496032,-37.844828,174.892768
M37242,No Aerial,100,100,100,-37.857245,174.859105
M50196,No Aerial,100,100.0231481,100,-37.770768,175.178311
M64270,No Aerial,100,100.0115741,100.0496032,-37.90189333,175.1809517
M30103,Aerial Installed - Enabled,100,100,100,-37.70916079,175.1460335
M15384,No Aerial,100,92.8587963,75.24801587,-37.5272184,175.1040507
M62496,No Aerial,100,100.0231481,100.0992063,-37.612673,175.179976
M11512,No Aerial,100.3472222,100.0231481,100.0496032,-37.82897333,175.21136
M56016,No Aerial,100,100.0115741,100.0496032,-37.86186224,175.1473293
M44106,No Aerial,100,100,100,-37.569135,175.147533
M43498,No Aerial,100,99.91898148,100,-37.24061446,175.239419
M5724,No Aerial,100,100.0231481,100,-37.902273,175.186113
M569,No Aerial,100,100.0231481,100,-37.84136784,175.1985731
M664,No Aerial,97.91666667,99.90740741,99.55357143,-37.82686644,175.2568051
M45339,No Aerial,100.3472222,100,100,-37.83288587,175.2087119
M36088,No Aerial,100,100.0231481,100.0496032,-37.8412722,175.196075
M29029,No Aerial,100,100,100,-37.561518,175.282014
M18424,No Aerial,100,100,100,-37.411118,175.152404
M45739,No Aerial,100.3472222,100.0115741,100.0496032,-37.669544,175.323473
M38022,No Aerial,99.65277778,99.84953704,100,-37.35778935,175.0609077
M3284,No Aerial,100,99.82638889,99.85119048,-37.350386,175.194721
M32654,No Aerial,100,100,100,-37.61197553,175.0561957
M33583,No Aerial,99.30555556,99.87268519,99.8015873,-37.573753,175.152329
M62286,No Aerial,97.56944444,95.64814815,96.62698413,-37.82845442,175.2115889
M4148,No Aerial,100,100.0231481,100,-37.8263494,175.1504915
M31465,No Aerial,100,99.96527778,99.95039683,-37.833245,174.858626
M18234,No Aerial,100,100.0347222,100.0496032,-37.674538,175.2380466
M30901,No Aerial,99.30555556,99.76851852,99.8015873,-37.67635967,175.2380541
M2305,No Aerial,100,100,100,-37.82038744,175.2230449
M62036,No Aerial,99.65277778,99.90740741,100,-37.61358839,175.1898001
M28542,No Aerial,100,100.0231481,100.0496032,-37.40479276,175.1227482
M48528,No Aerial,100,100,100,-37.61452497,175.1900131
M36021,No Aerial,100,99.98842593,100,-37.5376183,175.1596483
M69304,No Aerial,100,100.0347222,100,-37.892821,175.197805
M62700,No Aerial,100,100.0231481,100.0496032,-37.891878,175.19929
M3253,No Aerial,100,100.0115741,100,-37.893055,175.197203
M61735,No Aerial,100,100.0115741,100.0496032,-37.893713,175.196683
M2183,No Aerial,100,100.0115741,100,-37.892495,175.199525
M6554,No Aerial,100,100,100,-37.893365,175.19804
M59746,No Aerial,100,99.1087963,100,-37.68747724,175.2414423
M59637,No Aerial,0,0,0,-37.6854903,175.2427141
M66103,No Aerial,100,100,100,-37.60976914,175.1802095
M69937,No Aerial,100,100,100,-37.61180371,175.0391395
M38405,No Aerial,102.0833333,97.09490741,99.45436508,-37.6297055,175.2398292
M53558,No Aerial,100,99.47916667,99.95039683,-37.67184467,175.3518816
M47885,No Aerial,100,100,100,-37.810598,174.858549
M32117,No Aerial,100,99.98842593,100,-37.811108,174.858113
M25680,No Aerial,100,100.0462963,100.0992063,-37.49015102,175.1562133
M49004,No Aerial,0,9.849537037,0,-37.69359138,175.0693444
M7694,Aerial Installed - Enabled,0,65.45138889,0,-37.80927802,175.1969412
M63796,No Aerial,100,100.0115741,100,-37.8200552,175.2235017
M37525,No Aerial,92.70833333,92.80092593,92.31150794,-37.81956733,175.2242306
M35708,No Aerial,100,100.4050926,99.8015873,-37.82036836,175.2246991
M35666,No Aerial,100,100.0347222,100.0496032,-37.820489,175.224434
M37416,No Aerial,98.61111111,99.54861111,99.20634921,-37.6529788,175.2458675
M2020,No Aerial,100,100,100,-37.817311,175.156067
M10966,Aerial Installed - Enabled,100,100,100,-37.889143,175.144799
M55199,No Aerial,100,99.69907407,100,-37.900422,175.116717
M9618,Aerial Installed - Enabled,100,100,100,-37.842174,175.116354
M66171,No Aerial,100,100.0115741,100,-37.823307,175.154258
M7261,No Aerial,100,98.83101852,95.28769841,-37.866861,175.134973
M39601,No Aerial,96.18055556,95.96064815,96.52777778,-37.79389,175.163068
M55941,No Aerial,100,99.65277778,99.6031746,-37.791907,175.162598
M40596,No Aerial,100,100.0115741,100.0496032,-37.59342,175.345852
M53875,No Aerial,100,100.0462963,100.0496032,-37.815337,175.134935
M2376,No Aerial,100,100.0115741,100,-37.56415961,175.1629288
M62056,No Aerial,100,99.20138889,99.4047619,-37.547063,175.307928
M62771,No Aerial,98.95833333,99.09722222,99.25595238,-37.40214776,175.1533638
M37341,No Aerial,100,100,100,-37.82087932,175.217402
M14990,No Aerial,100,100,100,-37.40270997,175.1511193
M39113,No Aerial,100,100.0347222,100,-37.85421866,175.1920877
M43558,No Aerial,100,100,100,-37.63590627,175.2844419
M35331,No Aerial,100,100,100,-37.56206606,175.1478389
M2730,No Aerial,100,100.0347222,100,-37.63126296,175.2857949
M16262,No Aerial,100,100,100,-37.40706,175.133965
M60708,No Aerial,100,100,100,-37.843785,175.20455
M51335,No Aerial,100,100,100,-37.84136,175.199892
M3502,No Aerial,100,100.0231481,100,-37.838153,175.17287
M7677,No Aerial,0,84.54861111,34.5734127,-37.838664,175.173817
M45625,No Aerial,100,100.0115741,100,-37.843199,175.204905
M53505,Aerial Installed - Enabled,100,100,100,-37.62117527,175.2646335
M15555,No Aerial,100,99.9537037,100,-37.25158387,175.2319829
M6331,No Aerial,100,99.91898148,100,-37.20215501,175.2984217
M55325,No Aerial,100,100.0231481,100,-37.61247929,175.2796962
M35780,No Aerial,0,0,0,-37.58974147,175.2625427
M33048,Aerial installed - Enabled,100,98.19444444,100,-37.81528167,175.0374633
M23674,No Aerial,100.3472222,100.0347222,100.1984127,-37.81086,174.858005
M8672,No Aerial,100.3472222,100.0231481,100.0496032,-37.81111333,174.8577867
M9580,No Aerial,100,99.86111111,100,-37.39872,175.15703
M45276,No Aerial,100,99.98842593,100,-37.81120667,174.8585067
M63379,No Aerial,100,100,99.95039683,-37.5748567,175.15195
M7368,No Aerial,100,100.0115741,100,-37.412881,175.150911
M13207,No Aerial,99.30555556,99.94212963,99.90079365,-37.4153867,175.1534817
M62089,No Aerial,100.3472222,100.0231481,100.0496032,-37.66784,175.151398
M17043,No Aerial,100,100,99.95039683,-37.811242,174.857988
M24801,Aerial Installed - Enabled,0,0,0,-37.961075,174.9229533
M40742,No Aerial,100,100.0115741,100.0496032,-37.40238147,175.1300148
M48073,No Aerial,100,100.0231481,100.0496032,-37.82145067,175.2225255
M4200,No Aerial,100,99.83796296,99.90079365,-37.67887882,175.2421459
M31492,No Aerial,99.65277778,99.69907407,99.75198413,-37.84346193,175.183846
M49059,No Aerial,100,100.0115741,100.0496032,-37.84298488,175.1617183
M59748,No Aerial,98.26388889,99.0162037,99.00793651,-37.826965,174.8855733
M63940,No Aerial,100,100,100,-37.45046397,175.1544691
M46173,No Aerial,100,100,100,-37.66932975,175.3059184
M25888,No Aerial,100,99.96527778,99.95039683,-37.54583968,175.1373227
M48365,No Aerial,100,100.0231481,100,-37.829971,175.170408
M44897,No Aerial,100,100.0462963,100.0496032,-37.804445,175.133121
M34387,No Aerial,100,99.93055556,100,-37.86518,175.194126
M62559,No Aerial,100,100.0231481,100,-37.83583,175.172096
M69734,No Aerial,100,100.0115741,100,-37.40280929,175.1538843
M10746,No Aerial,100.3472222,99.94212963,100.0496032,-37.22545695,175.296243
M55628,Aerial Installed - Enabled,100,98.69212963,100,-37.7685346,174.8548274
M5710,No Aerial,100,100.0462963,100,-37.49724925,175.3366405
M53182,No Aerial,100,100,100,-37.58180752,175.1276935
M14636,No Aerial,99.65277778,99.53703704,99.75198413,-37.55018401,175.1818478
M47323,No Aerial,98.95833333,98.25231481,98.31349206,-37.392047,175.126282
M37665,No Aerial,100,100,100,-37.885015,175.183896
M64120,Aerial Installed - Enabled,100,99.80324074,100,-37.902229,175.185586
M58377,No Aerial,100,99.94212963,100.0496032,-37.899478,175.198503
M69440,No Aerial,100,100,100,-37.900036,175.19041
M33359,No Aerial,100,100,100,-37.758893,175.148261
M50473,Aerial Installed - Enabled,100,98.51851852,93.9484127,-37.870446,175.133281
M58256,No Aerial,100,99.91898148,99.90079365,-37.840736,175.178006
M6253,No Aerial,100,100,100,-37.769645,175.152792
M57207,No Aerial,100,99.98842593,100,-37.748128,175.142969
M25889,No Aerial,0,0,0,-37.881456,175.150095
M59020,No Aerial,100,100,99.95039683,-37.880558,175.146813
M15218,No Aerial,100,100,100,-37.796806,175.184475
M15409,No Aerial,100,99.39814815,99.35515873,-37.799815,175.19165
M7810,No Aerial,100,100,100,-37.86743,175.212718
M45961,No Aerial,100,99.98842593,99.95039683,-37.885975,175.217636
M36551,No Aerial,100,100,100,-37.4032699,175.1439246
M29603,No Aerial,100,100.0115741,100.0496032,-37.56395217,175.1629305
M58988,No Aerial,100,100,100,-37.739601,174.974288
M31176,No Aerial,99.65277778,98.59953704,99.75198413,-37.82576,175.04722
M6659,No Aerial,100,99.89583333,99.8015873,-37.850616,175.055073
M505,Aerial Installed - Enabled,100,85.2662037,100,-37.745251,174.973837
M28469,No Aerial,100,100.0115741,100.0496032,-37.739501,174.971943
M21973,No Aerial,97.56944444,98.40277778,98.11507937,-37.896875,175.20381
M767,No Aerial,100,100,100,-37.911071,175.197393
M3459,No Aerial,100,100.0115741,100,-37.826848,175.178603
M31863,No Aerial,100,100,100,-37.897241,175.204688
M6934,No Aerial,100.3472222,99.72222222,99.75198413,-37.901995,175.181065
M42589,No Aerial,98.95833333,99.56018519,99.30555556,-37.911621,175.193078
M20895,No Aerial,100,100.0115741,100,-37.410964,175.152061
M6098,Aerial Installed - Enabled,100,99.98842593,100,-37.57020612,175.0601255
M22632,No Aerial,100,100,100,-37.61973667,175.24692
M8486,No Aerial,98.95833333,99.71064815,99.4047619,-37.6698509,175.3031492
M28754,No Aerial,100,99.93055556,100,-37.64520896,175.2160111
M67794,No Aerial,99.30555556,99.24768519,99.25595238,-37.61036233,175.1860908
M32263,No Aerial,100,100,100,-37.64694107,175.2155644
M57347,No Aerial,100,99.98842593,100,-37.63562083,175.2514725
M51970,No Aerial,100,99.94212963,99.95039683,-37.35172878,175.2071389
M27947,No Aerial,100,100.0115741,100,-37.52109782,175.1515113
M23185,Aerial Installed - Enabled,100,99.98842593,100,-37.34672209,175.1843956
M43120,No Aerial,100,99.22453704,99.30555556,-37.32325,175.0699267
M12391,No Aerial,100,99.84953704,100,-37.31619333,175.067515
