,Meter identifier,Aerial_info,dc_day,dc_month,dc_week,latitude,longitude
2152,M43975,No Aerial,100.0,99.98842593,100.0,-37.569463,175.152113
2153,M68521,No Aerial,100.0,99.97685185,100.0,-37.555525,175.148111
2154,M53472,No Aerial,100.0,99.7337963,99.8015873,-37.56037,175.155154
2155,M65395,No Aerial,100.0,99.97685185,100.0,-37.56003,175.151247
2156,M5747,No Aerial,100.0,100.0,100.0,-37.55612,175.146838
2157,M64578,No Aerial,100.0,100.0,100.0,-37.556287,175.146455
2158,M45531,No Aerial,100.0,99.91898148,99.90079365,-37.558979,175.151853
2159,M1731,No Aerial,98.95833333,99.9537037,99.85119048,-37.555558,175.146415
2160,M25864,No Aerial,99.65277778,100.0,99.90079365,-37.540992,175.162408
2161,M28474,No Aerial,100.0,99.97685185,99.95039683,-37.540821,175.161934
2162,M8341,No Aerial,100.0,100.0,100.0,-37.547751,175.160316
2163,M1167,No Aerial,100.0,99.98842593,99.95039683,-37.544845,175.161019
2164,M46047,No Aerial,100.0,100.0347222,100.1488095,-37.541714,175.15943
2165,M14305,No Aerial,100.0,100.0231481,100.0,-37.541454,175.159676
2166,M37846,No Aerial,100.0,100.0231481,100.0,-37.560123,175.165289
2167,M5630,No Aerial,100.0,100.0231481,100.0,-37.560801,175.17019
2168,M27061,No Aerial,100.0,100.0231481,100.0,-37.559828,175.171684
2169,M45261,No Aerial,100.0,99.96527778,100.0,-37.559411,175.172638
2170,M8822,No Aerial,100.0,100.0,100.0,-37.560072,175.172208
2171,M42683,No Aerial,100.0,99.96527778,100.0,-37.560196,175.171927
2172,M68489,No Aerial,99.65277778,99.6412037,99.70238095,-37.562032,175.169664
2173,M18995,No Aerial,100.0,100.0231481,100.0992063,-37.537113,175.161342
2174,M53359,No Aerial,100.0,99.98842593,100.0,-37.541179,175.161152
2175,M21183,No Aerial,100.0,99.97685185,100.0,-37.552261,175.15866
2176,M61805,No Aerial,100.0,99.75694444,100.0,-37.537265,175.165187
2177,M27612,No Aerial,100.0,99.98842593,100.0,-37.560194,175.165865
2178,M3004,No Aerial,100.0,100.0231481,100.0,-37.537244,175.16093
2179,M1827,No Aerial,100.0,99.96527778,99.95039683,-37.533884,175.161949
2180,M18054,No Aerial,100.0,100.0,100.0,-37.54617,175.160705
2181,M24916,No Aerial,100.0,99.98842593,100.0,-37.565994,175.148908
2182,M26370,No Aerial,100.0,99.97685185,99.95039683,-37.549314,175.159837
2183,M4160,No Aerial,100.0,100.0,100.0496032,-37.546598,175.158246
2184,M31828,No Aerial,100.0,100.0115741,100.0,-37.544026,175.16935
2185,M32904,No Aerial,100.0,100.0115741,100.0496032,-37.562311,175.164228
2186,M10578,No Aerial,100.0,99.98842593,100.0,-37.562185,175.164651
2187,M59363,No Aerial,100.0,99.96527778,100.0,-37.546022,175.167765
2188,M32686,No Aerial,100.0,99.97685185,100.0496032,-37.546046,175.168113
2189,M39753,No Aerial,100.0,99.96527778,100.0,-37.547327,175.166219
2190,M11561,No Aerial,99.65277778,99.97685185,99.90079365,-37.562432,175.163129
2191,M59510,No Aerial,100.0,99.96527778,99.8015873,-37.560048,175.171013
2192,M13188,No Aerial,100.0,100.0231481,99.95039683,-37.56028,175.17113
2193,M26115,No Aerial,100.0,99.97685185,100.0,-37.546011,175.172312
2194,M48536,No Aerial,100.0,100.0,99.95039683,-37.561573,175.169682
2195,M34368,No Aerial,98.95833333,99.4212963,99.6031746,-37.548573,175.160742
2196,M63843,No Aerial,100.0,100.0231481,100.0496032,-37.560131,175.171566
2197,M3813,No Aerial,100.0,99.9537037,99.90079365,-37.561278,175.164519
2198,M66566,No Aerial,100.0,99.98842593,100.0,-37.54034,175.161421
2199,M42847,No Aerial,100.0,100.0,100.0,-37.562203,175.160895
2200,M47721,No Aerial,100.0,100.0115741,100.0,-37.562841,175.167806
2201,M57034,No Aerial,100.0,100.0231481,100.0,-37.536506,175.161551
2202,M27020,No Aerial,100.0,99.97685185,99.95039683,-37.561605,175.160936
2203,M25474,No Aerial,100.0,99.96527778,100.0,-37.560655,175.169686
2204,M46899,No Aerial,100.0,100.0578704,100.0992063,-37.560668,175.169414
2205,M23600,No Aerial,100.0,99.98842593,100.0,-37.543653,175.161009
2206,M61821,No Aerial,100.0,99.9537037,99.95039683,-37.536902,175.161112
2207,M20890,No Aerial,100.0,100.0347222,100.0496032,-37.561727,175.166159
2208,M54620,No Aerial,100.0,99.98842593,100.0,-37.53929,175.161519
2209,M67990,No Aerial,99.65277778,99.98842593,99.95039683,-37.562265,175.16257
2210,M46166,No Aerial,100.0,100.0115741,100.0,-37.533386,175.159195
2211,M64865,No Aerial,100.0,100.0,100.0,-37.549642,175.160351
2212,M8365,No Aerial,100.0,100.0,100.0,-37.542281,175.157689
2213,M8284,No Aerial,100.0,100.0115741,100.0992063,-37.560241,175.170186
2214,M63245,No Aerial,100.0,99.94212963,99.90079365,-37.562255,175.162834
2215,M8948,No Aerial,100.0,99.98842593,99.95039683,-37.561356,175.162355
2216,M11375,No Aerial,99.65277778,100.0,100.0,-37.548521,175.161517
2217,M44927,No Aerial,99.65277778,99.3287037,99.85119048,-37.548892,175.162033
2218,M48785,No Aerial,100.0,100.0115741,100.0,-37.561385,175.161883
2219,M30506,No Aerial,100.0,99.6875,100.1984127,-37.541991,175.1632
2220,M26046,No Aerial,100.0,100.0231481,100.0,-37.540929,175.163066
2221,M62652,No Aerial,98.26388889,98.72685185,98.95833333,-37.543392,175.161612
2222,M11852,No Aerial,100.0,100.0,100.0,-37.562613,175.165177
2223,M26800,No Aerial,98.61111111,100.4166667,99.8015873,-37.540824,175.162836
2224,M48766,No Aerial,100.0,100.0347222,99.95039683,-37.542839,175.161679
2225,M40663,No Aerial,100.0,100.0,100.0496032,-37.538793,175.16785
2226,M46145,No Aerial,100.0,100.0,100.0496032,-37.558177,175.16938
2227,M29511,No Aerial,100.0,99.94212963,99.85119048,-37.558128,175.168953
2228,M4393,No Aerial,100.0,99.98842593,100.0,-37.563115,175.146937
2229,M22786,No Aerial,100.0,100.0231481,99.95039683,-37.555273,175.14667
2230,M57313,No Aerial,100.0,100.0115741,99.95039683,-37.561,175.164838
2231,M4265,No Aerial,100.0,100.0,100.0496032,-37.557842,175.151206
2232,M26686,No Aerial,100.0,100.0347222,100.0992063,-37.572855,175.151695
2233,M68657,No Aerial,100.0,100.0578704,100.1488095,-37.567836,175.147596
2234,M53328,No Aerial,99.65277778,100.0231481,99.95039683,-37.559641,175.169674
2235,M50446,No Aerial,100.0,100.0231481,100.0,-37.558695,175.168801
2236,M60667,No Aerial,100.0,99.98842593,100.0,-37.562062,175.166203
2237,M44627,No Aerial,100.0,100.0115741,100.0,-37.5597,175.169896
2238,M42632,No Aerial,100.0,99.98842593,100.0,-37.544807,175.160958
2239,M6788,No Aerial,99.65277778,99.97685185,99.95039683,-37.557746,175.169113
2240,M7955,No Aerial,100.0,100.0,100.0496032,-37.560826,175.165324
2241,M29695,No Aerial,100.0,100.0,100.0,-37.559804,175.165108
2242,M57415,No Aerial,100.0,100.0,99.95039683,-37.560894,175.165206
2243,M31848,No Aerial,100.0,99.96527778,100.0,-37.558276,175.168174
2244,M31835,No Aerial,100.0,100.0,100.0,-37.558275,175.168705
2245,M19657,No Aerial,100.0,99.98842593,100.0,-37.563313,175.165423
2246,M40923,No Aerial,100.0,99.96527778,100.0,-37.559966,175.170555
2247,M51752,No Aerial,100.0,100.0231481,100.0992063,-37.56009,175.147626
2248,M45273,No Aerial,98.61111111,99.84953704,99.8015873,-37.559936,175.148772
2249,M62069,No Aerial,99.65277778,98.31018519,99.6031746,-37.55957,175.148479
2250,M58267,No Aerial,100.0,100.0231481,100.0496032,-37.542295,175.171606
2251,M43384,No Aerial,100.0,100.0231481,100.0,-37.560051,175.147796
2252,M13466,No Aerial,100.0,100.0115741,99.95039683,-37.559735,175.148166
2253,M35103,No Aerial,98.61111111,99.14351852,99.45436508,-37.563132,175.14666
2254,M53848,No Aerial,100.0,100.0115741,100.0,-37.574993,175.160506
2255,M13281,No Aerial,100.0,100.0231481,100.0,-37.56208,175.163392
2256,M19006,No Aerial,100.0,100.0115741,100.0,-37.562901,175.145881
2257,M57750,No Aerial,100.0,99.97685185,99.95039683,-37.562909,175.150124
2258,M66443,No Aerial,100.0,99.96527778,100.0,-37.562907,175.149713
2259,M52326,No Aerial,100.0,100.0,99.95039683,-37.562956,175.149154
2260,M61934,No Aerial,100.0,100.0,100.0,-37.562951,175.14961
2261,M66789,No Aerial,100.0,100.0,100.0,-37.56257,175.14926
2262,M6014,No Aerial,100.0,99.96527778,99.90079365,-37.562785,175.148286
2263,M19095,No Aerial,100.0,99.72222222,99.45436508,-37.562937,175.148522
2264,M11465,No Aerial,100.0,100.0,100.0,-37.563131,175.147564
2265,M25397,No Aerial,100.0,100.0,100.0,-37.562659,175.148169
2266,M19927,No Aerial,100.0,100.0,100.0992063,-37.562993,175.148335
2267,M51573,No Aerial,100.0,100.0,100.0496032,-37.563044,175.147903
2268,M14106,No Aerial,100.0,100.0115741,99.95039683,-37.544824,175.171915
2269,M44181,No Aerial,100.0,99.97685185,99.95039683,-37.544766,175.172929
2270,M35996,No Aerial,100.0,100.0115741,100.0496032,-37.545147,175.173656
2271,M47277,No Aerial,100.0,100.0,100.0,-37.544594,175.172088
2272,M44970,No Aerial,100.0,100.0,100.0,-37.544854,175.173131
2273,M35023,No Aerial,100.0,100.0,100.0496032,-37.545012,175.173422
2274,M30416,No Aerial,100.0,100.0,100.0,-37.563798,175.145524
2275,M50641,No Aerial,100.0,99.97685185,100.0,-37.56359,175.144994
2276,M4139,No Aerial,100.0,100.0115741,100.0,-37.56394,175.145275
2277,M30169,No Aerial,100.0,100.0231481,100.0,-37.541647,175.162867
2278,M27630,No Aerial,100.0,100.0115741,100.0496032,-37.563564,175.145101
2279,M64800,No Aerial,100.0,100.0,100.0,-37.563907,175.145387
2280,M65188,No Aerial,100.0,99.9537037,100.0496032,-37.543256,175.160475
2281,M32186,No Aerial,100.0,100.0,99.95039683,-37.537392,175.163792
2282,M54993,No Aerial,100.0,99.76851852,99.95039683,-37.537774,175.164535
2283,M47220,No Aerial,100.0,100.0231481,100.0,-37.53721,175.163605
2284,M35398,No Aerial,100.0,99.96527778,99.95039683,-37.537569,175.164149
2285,M7986,No Aerial,100.0,99.98842593,100.0,-37.537682,175.164681
2286,M16553,No Aerial,100.0,100.0,100.0,-37.53771,175.16512
2287,M35416,No Aerial,100.0,100.0,100.0,-37.537836,175.164829
2288,M34172,No Aerial,99.65277778,100.0,100.0,-37.538006,175.164084
2289,M15510,No Aerial,100.0,99.98842593,100.0,-37.538242,175.16515
2290,M44432,No Aerial,100.0,99.96527778,100.0,-37.537691,175.16381
2291,M66232,No Aerial,100.0,99.98842593,99.95039683,-37.559473,175.149309
2292,M22688,No Aerial,100.0,100.0115741,100.0,-37.559056,175.149223
2293,M38100,No Aerial,100.0,99.97685185,100.0,-37.559965,175.149331
2294,M46336,Aerial Installed - Enabled,100.0,99.96527778,99.90079365,-37.559818,175.149188
2295,M53635,No Aerial,100.0,100.0115741,100.0496032,-37.553706,175.152263
2296,M23737,No Aerial,100.0,99.98842593,99.95039683,-37.559805,175.149138
2297,M51545,No Aerial,100.0,100.0115741,100.0496032,-37.548414,175.161684
2298,M18962,No Aerial,100.0,99.69907407,99.95039683,-37.548412,175.161441
2299,M6189,No Aerial,100.0,99.98842593,100.0,-37.54787,175.170972
2300,M45811,No Aerial,100.0,99.98842593,99.95039683,-37.545332,175.172935
2301,M62109,No Aerial,100.0,100.0,100.0,-37.545648,175.173343
2302,M16115,No Aerial,99.65277778,99.96527778,99.90079365,-37.547909,175.170949
2303,M12768,No Aerial,100.0,99.98842593,99.95039683,-37.537751,175.157965
2304,M25107,No Aerial,100.0,99.97685185,100.0,-37.54544,175.173146
2305,M16394,No Aerial,100.0,100.0,100.0,-37.547702,175.164106
2306,M2706,No Aerial,100.0,100.0,100.0496032,-37.547429,175.165044
2307,M33388,No Aerial,100.0,100.0,100.0496032,-37.548142,175.16698
2308,M13243,No Aerial,100.0,100.0115741,99.95039683,-37.547532,175.159211
2309,M43571,No Aerial,100.0,99.98842593,99.95039683,-37.54752,175.164625
2310,M40966,No Aerial,100.0,99.76851852,99.8015873,-37.539,175.16485
2311,M9035,No Aerial,99.65277778,99.89583333,99.8015873,-37.54893,175.168678
2312,M25019,No Aerial,100.0,100.0231481,100.0,-37.539055,175.163542
2313,M63280,No Aerial,100.0,100.0347222,100.0,-37.547178,175.166571
2314,M37656,No Aerial,100.0,100.0,100.0,-37.547413,175.166025
2315,M24594,No Aerial,100.0,99.97685185,99.95039683,-37.543144,175.166563
2316,M32469,No Aerial,100.0,100.0115741,99.95039683,-37.547812,175.165412
2317,M29123,No Aerial,100.0,100.0,100.0496032,-37.555563,175.159231
2318,M32930,No Aerial,100.0,100.0347222,100.0,-37.561466,175.164743
2319,M47307,No Aerial,99.65277778,100.0115741,100.0,-37.561281,175.16477
2320,M23928,No Aerial,100.0,100.0,100.0,-37.558535,175.170221
2321,M47785,No Aerial,100.0,100.0115741,100.0,-37.560096,175.16538
2322,M35549,No Aerial,100.0,100.0231481,100.0,-37.56132,175.164608
2323,M59244,No Aerial,100.0,99.69907407,100.0496032,-37.558738,175.170471
2324,M18478,No Aerial,100.0,100.0115741,100.0496032,-37.540055,175.162394
2325,M24837,No Aerial,100.0,99.98842593,99.95039683,-37.540047,175.16293
2326,M38643,No Aerial,100.0,100.0115741,100.0,-37.540432,175.163179
2327,M63268,No Aerial,100.0,100.0,99.95039683,-37.540099,175.163638
2328,M46115,No Aerial,100.0,100.0115741,100.0992063,-37.539926,175.163354
2329,M21434,No Aerial,100.0,100.0115741,100.0,-37.540054,175.162054
2330,M66292,No Aerial,100.0,100.0115741,100.0,-37.545774,175.160915
2331,M62119,No Aerial,100.0,99.98842593,100.0,-37.545897,175.161067
2332,M32640,No Aerial,100.0,99.98842593,100.0496032,-37.539473,175.163763
2333,M10405,No Aerial,100.0,100.0115741,100.0,-37.539591,175.163431
2334,M43558,No Aerial,99.65277778,99.96527778,99.95039683,-37.541973,175.161121
2335,M1629,No Aerial,100.0,99.97685185,99.95039683,-37.551818,175.158546
2336,M48690,No Aerial,100.0,100.0,100.0,-37.539173,175.163254
2337,M35127,No Aerial,87.84722222,87.22222222,87.64880952,-37.539235,175.162104
2338,M67,No Aerial,100.0,100.0231481,100.0,-37.539178,175.162819
2339,M15400,No Aerial,99.65277778,100.0,99.95039683,-37.538983,175.162527
2340,M63422,No Aerial,100.0,100.0347222,100.0,-37.539362,175.16214
2341,M43415,No Aerial,100.0,100.0,100.0,-37.53744,175.161377
2342,M45502,No Aerial,100.0,100.0,100.0,-37.539727,175.162113
2343,M58298,No Aerial,99.65277778,99.98842593,99.95039683,-37.533139,175.16175
2344,M25684,No Aerial,100.0,99.90740741,100.0,-37.540085,175.161899
2345,M19701,No Aerial,100.0,100.0,100.0,-37.560123,175.168728
2346,M20881,No Aerial,100.0,99.98842593,99.95039683,-37.537491,175.165479
2347,M38623,No Aerial,100.0,99.62962963,99.4047619,-37.562033,175.165282
2348,M4359,No Aerial,100.0,100.0115741,100.0,-37.545278,175.159543
2349,M15659,No Aerial,100.0,100.0231481,100.0496032,-37.544952,175.159218
2351,M36927,No Aerial,100.0,99.97685185,99.95039683,-37.544256,175.159698
2352,M49357,No Aerial,100.0,100.0231481,100.0,-37.560593,175.149253
2354,M66037,No Aerial,100.0,99.98842593,100.0,-37.560239,175.148686
2355,M61929,No Aerial,100.0,100.2199074,100.2480159,-37.564866,175.151344
2356,M52927,No Aerial,100.0,100.0231481,100.0496032,-37.560814,175.165007
2357,M24459,No Aerial,100.0,100.0,100.0,-37.557248,175.147734
2358,M31407,No Aerial,100.0,100.0,100.0496032,-37.560622,175.165023
2359,M59368,No Aerial,100.0,99.98842593,100.0,-37.538373,175.160909
2360,M42018,No Aerial,100.0,100.0,100.0496032,-37.567339,175.148436
2361,M6490,No Aerial,100.0,99.98842593,100.0,-37.673218,175.145766
2362,M32556,Aerial Installed - Enabled,100.0,99.97685185,100.0,-37.57086,175.151993
2363,M64373,No Aerial,100.0,100.0,100.0,-37.567261,175.151366
2364,M44096,No Aerial,100.0,100.0115741,100.0,-37.559526,175.171217
2365,M54993,No Aerial,100.0,99.98842593,99.95039683,-37.559573,175.17138
2366,M26958,No Aerial,100.0,100.0115741,100.0,-37.543221,175.161001
2367,M42353,No Aerial,100.0,100.0,100.0496032,-37.538934,175.161393
2368,M69857,No Aerial,100.0,100.0,100.0496032,-37.541438,175.161038
2369,M23111,No Aerial,100.0,100.0,100.0,-37.542545,175.161093
2370,M50090,No Aerial,100.0,99.97685185,100.0,-37.542624,175.160486
2371,M51186,No Aerial,100.0,99.74537037,99.75198413,-37.559437,175.172038
2372,M53918,No Aerial,100.0,99.98842593,100.0,-37.559063,175.170823
2373,M17451,No Aerial,100.0,100.0,100.0,-37.558823,175.170465
2374,M50819,No Aerial,100.0,99.84953704,99.25595238,-37.558785,175.170403
2375,M8412,No Aerial,100.0,100.0,100.0496032,-37.558395,175.170055
2376,M36430,No Aerial,100.0,100.0,100.0,-37.558615,175.170148
2377,M26618,No Aerial,100.0,100.0231481,100.0992063,-37.555002,175.150211
2378,M61383,No Aerial,100.0,100.0,100.0,-37.557783,175.147933
2379,M7954,No Aerial,100.0,100.0231481,100.0,-37.559171,175.171823
2380,M35491,No Aerial,100.0,99.97685185,99.90079365,-37.559547,175.171975
2381,M42345,No Aerial,100.0,100.0115741,100.0496032,-37.558826,175.17047
2382,M54730,No Aerial,100.0,100.0231481,100.0,-37.559726,175.172091
2383,M43820,No Aerial,100.0,99.98842593,100.0,-37.557342,175.148045
2384,M66921,No Aerial,100.0,100.0231481,100.0,-37.678393,175.156151
2385,M60359,No Aerial,100.0,100.0,99.95039683,-37.678605,175.155753
2386,M44922,No Aerial,100.0,100.0115741,100.0,-37.672053,175.144753
2387,M65534,No Aerial,100.0,100.0,100.0,-37.678343,175.156153
2388,M51779,No Aerial,100.0,100.0462963,100.0,-37.678946,175.155935
2390,M29733,No Aerial,100.0,100.0,100.0,-37.560836,175.148609
2391,M18565,No Aerial,100.0,99.98842593,99.95039683,-37.560689,175.148414
2392,M35561,No Aerial,100.0,100.0115741,100.0496032,-37.551509,175.160487
2393,M51913,No Aerial,100.0,100.0,100.0,-37.560368,175.148434
2394,M48965,No Aerial,100.0,99.76851852,99.8015873,-37.562535,175.148346
2395,M63220,No Aerial,100.0,100.0,100.0496032,-37.560126,175.148141
2396,M42605,No Aerial,99.65277778,100.0115741,100.0,-37.557572,175.148196
2397,M65445,No Aerial,100.0,100.0115741,100.0,-37.556868,175.147884
2398,M18939,No Aerial,100.0,99.98842593,99.95039683,-37.558085,175.147821
2399,M10345,No Aerial,100.0,100.0,100.0,-37.557976,175.148007
2400,M26713,No Aerial,100.0,99.97685185,100.0,-37.55821,175.148114
2401,M2359,No Aerial,100.0,99.98842593,100.0,-37.55579,175.162679
2402,M14662,No Aerial,100.0,99.98842593,100.0,-37.556248,175.163527
2403,M12527,No Aerial,100.0,100.0231481,100.0496032,-37.55638,175.163115
2404,M10552,No Aerial,98.61111111,99.36342593,99.35515873,-37.556515,175.162621
2405,M37912,No Aerial,100.0,100.0231481,100.0,-37.556248,175.163291
2406,M36034,No Aerial,95.48611111,96.04166667,96.08134921,-37.56252,175.14774
2407,M63406,No Aerial,99.65277778,99.83796296,99.95039683,-37.559865,175.145984
2408,M59208,No Aerial,100.0,100.0115741,100.0,-37.574393,175.159321
2409,M45838,Aerial Installed - Enabled,100.0,99.98842593,100.0496032,-37.559869,175.143944
2410,M18254,No Aerial,100.0,100.0694444,100.0992063,-37.559446,175.143957
2411,M34796,No Aerial,100.0,100.0115741,100.0496032,-37.564399,175.149496
2412,M18693,No Aerial,100.0,100.0,100.0,-37.562669,175.164038
2413,M46559,No Aerial,100.0,99.98842593,100.0,-37.562781,175.164431
2414,M3807,No Aerial,100.0,100.0231481,100.0496032,-37.562538,175.163751
2415,M41202,No Aerial,100.0,100.0,100.0,-37.57365,175.150018
2416,M63038,No Aerial,100.0,100.0231481,100.0,-37.565474,175.167211
2417,M14799,No Aerial,100.0,100.0,100.0,-37.563152,175.163766
2418,M41440,No Aerial,99.65277778,99.96527778,99.95039683,-37.560562,175.143879
2419,M45087,No Aerial,100.0,100.0462963,100.0496032,-37.560485,175.143484
2420,M33321,No Aerial,100.0,100.0,99.95039683,-37.57436,175.159815
2421,M53809,No Aerial,100.0,99.98842593,100.0,-37.565816,175.159438
2422,M33735,No Aerial,100.0,100.0231481,100.0,-37.560925,175.144291
2423,M30413,No Aerial,100.0,99.98842593,100.0,-37.560795,175.144124
2424,M23432,No Aerial,100.0,99.97685185,99.95039683,-37.555567,175.16108
2425,M5582,No Aerial,100.0,100.0,100.0,-37.556111,175.160201
2426,M39253,No Aerial,100.0,99.97685185,99.95039683,-37.543823,175.164808
2427,M37170,No Aerial,99.65277778,100.0115741,99.95039683,-37.555899,175.161868
2428,M22568,No Aerial,100.0,100.0,100.0,-37.550906,175.159836
2429,M19668,No Aerial,100.0,100.0231481,100.0496032,-37.550898,175.159289
2430,M46345,No Aerial,100.0,99.97685185,99.95039683,-37.551508,175.159333
2431,M22204,No Aerial,100.0,99.98842593,100.0,-37.550207,175.159122
2432,M61250,No Aerial,100.0,99.9537037,99.95039683,-37.550657,175.159401
2433,M61509,No Aerial,100.0,99.97685185,99.95039683,-37.555848,175.16315
2434,M65788,No Aerial,100.0,99.97685185,99.95039683,-37.561945,175.147526
2435,M56730,No Aerial,100.0,99.96527778,99.95039683,-37.5345,175.162236
2436,M16658,No Aerial,100.0,99.98842593,100.0,-37.555632,175.159935
2437,M25260,No Aerial,100.0,100.0115741,100.0,-37.553092,175.159596
2438,M69353,No Aerial,100.0,100.0,100.0,-37.574706,175.159296
2439,M15520,No Aerial,100.0,100.0462963,100.1488095,-37.581466,175.158636
2440,M35594,No Aerial,100.0,100.0115741,100.0,-37.55136,175.159565
2441,M36645,No Aerial,100.0,99.94212963,100.0,-37.551575,175.159794
2442,M65632,No Aerial,100.0,100.0,99.95039683,-37.552309,175.159707
2443,M11429,No Aerial,100.0,100.0,99.95039683,-37.575403,175.15885
2444,M5400,No Aerial,100.0,99.98842593,100.0,-37.559412,175.169299
2445,M43734,No Aerial,100.0,100.0,100.0,-37.558887,175.169585
2446,M5701,No Aerial,100.0,99.97685185,99.95039683,-37.559612,175.168952
2447,M10028,No Aerial,100.0,99.97685185,99.95039683,-37.555023,175.160909
2448,M13428,No Aerial,100.0,100.0347222,99.95039683,-37.562841,175.167806
2449,M31020,No Aerial,99.65277778,99.82638889,99.75198413,-37.555784,175.161588
2450,M54640,No Aerial,100.0,100.0115741,100.0496032,-37.555125,175.160844
2451,M48978,No Aerial,100.0,100.0115741,100.0,-37.555193,175.160823
2452,M47209,No Aerial,100.0,99.98842593,100.0496032,-37.555142,175.16088
2453,M29376,No Aerial,100.0,100.0,99.95039683,-37.537296,175.164129
2454,M8361,No Aerial,100.0,99.98842593,100.0,-37.559298,175.169874
2455,M39841,No Aerial,100.0,100.0,99.95039683,-37.559401,175.168573
2456,M69678,No Aerial,100.0,99.96527778,99.95039683,-37.556713,175.160065
2457,M36748,No Aerial,100.0,100.0,100.0,-37.555165,175.160309
2458,M26856,No Aerial,100.0,99.98842593,100.0496032,-37.58208,175.158858
2459,M31537,No Aerial,100.0,100.0115741,100.0496032,-37.557234,175.145824
2460,M56382,No Aerial,100.0,99.98842593,100.0,-37.571658,175.150451
2461,M66941,No Aerial,100.0,100.0,100.0,-37.571651,175.151393
2462,M32780,No Aerial,100.0,100.0,100.0,-37.556784,175.145147
2463,M2000,No Aerial,100.0,99.98842593,100.0,-37.55669,175.14503
2464,M20130,No Aerial,100.0,100.0115741,100.0,-37.56864,175.152178
2465,M40649,No Aerial,100.0,99.98842593,100.0,-37.571194,175.152304
2466,M17543,No Aerial,100.0,100.0,99.95039683,-37.56997,175.152346
2467,M60760,No Aerial,100.0,99.98842593,100.0,-37.564201,175.146188
2468,M27179,No Aerial,100.0,99.98842593,99.95039683,-37.572886,175.152295
2469,M53703,No Aerial,100.0,100.0462963,100.0496032,-37.56742,175.150203
2470,M27181,No Aerial,100.0,100.0,99.95039683,-37.570905,175.151773
2471,M10954,No Aerial,100.0,100.0347222,100.0,-37.571113,175.15065
2472,M187,No Aerial,100.0,99.96527778,100.0,-37.564978,175.149627
2473,M38114,No Aerial,100.0,99.98842593,99.95039683,-37.564552,175.149611
2474,M64067,No Aerial,100.0,100.0115741,100.0496032,-37.57086,175.151993
2475,M17844,No Aerial,100.0,99.98842593,99.95039683,-37.556182,175.161392
2476,M28717,No Aerial,100.0,100.0231481,100.0496032,-37.566322,175.149176
2477,M21297,No Aerial,99.65277778,99.51388889,99.75198413,-37.566557,175.148991
2478,M14393,No Aerial,99.65277778,99.97685185,99.95039683,-37.566785,175.149177
2479,M4657,No Aerial,100.0,100.0,100.0,-37.550975,175.15075
2480,M31507,No Aerial,100.0,99.98842593,100.0,-37.565268,175.149717
2481,M58837,No Aerial,99.65277778,99.96527778,100.0,-37.56551,175.150532
2482,M51966,No Aerial,100.0,99.82638889,99.8015873,-37.564537,175.149324
2483,M25498,No Aerial,100.0,100.0,99.95039683,-37.564813,175.149227
2484,M5485,No Aerial,100.0,99.98842593,99.95039683,-37.564322,175.149563
2485,M248,No Aerial,100.0,99.96527778,100.0,-37.562043,175.147688
2486,M17671,No Aerial,100.0,100.0115741,100.0,-37.562043,175.147688
2487,M60598,No Aerial,100.0,100.0231481,100.0496032,-37.565107,175.14945
2488,M48759,No Aerial,100.0,100.0,100.0,-37.570358,175.150913
2489,M25562,No Aerial,99.30555556,99.82638889,99.70238095,-37.571108,175.15057
2490,M1150,No Aerial,100.0,100.0115741,100.0496032,-37.571113,175.149683
2491,M27022,No Aerial,100.0,99.97685185,100.0,-37.556022,175.162253
2492,M48675,No Aerial,100.0,100.0347222,100.0,-37.570746,175.15127
2493,M93,No Aerial,100.0,100.0,99.95039683,-37.570531,175.151295
2494,M19386,No Aerial,100.0,100.0231481,100.0,-37.558612,175.154328
2495,M58332,No Aerial,100.0,100.0231481,100.0,-37.557176,175.150361
2496,M16280,No Aerial,100.0,99.98842593,100.0,-37.558884,175.152146
2497,M31543,No Aerial,100.0,99.98842593,100.0,-37.559036,175.154296
2498,M29616,No Aerial,100.0,100.0,99.95039683,-37.572788,175.150818
2499,M25788,No Aerial,100.0,99.98842593,99.95039683,-37.558867,175.152583
2500,M59033,No Aerial,100.0,100.0,100.0,-37.562841,175.167806
2501,M10580,No Aerial,100.0,100.0115741,100.0496032,-37.563248,175.167147
2502,M58168,No Aerial,100.0,100.0,100.0,-37.563547,175.167929
2503,M51563,No Aerial,100.0,100.0,100.0496032,-37.559011,175.154988
2504,M10687,No Aerial,100.0,99.97685185,100.0,-37.562998,175.167515
2505,M1552,No Aerial,100.0,99.98842593,100.0,-37.563085,175.168112
2506,M18099,No Aerial,100.0,100.0347222,100.0,-37.564248,175.162586
2507,M59095,No Aerial,100.0,100.0231481,100.0,-37.560518,175.143478
2508,M16064,No Aerial,100.0,100.0115741,100.0496032,-37.560456,175.144167
2509,M337,No Aerial,99.30555556,99.16666667,99.20634921,-37.559982,175.143798
2510,M19966,No Aerial,100.0,100.0115741,100.0,-37.573781,175.148895
2511,M44007,No Aerial,100.0,99.98842593,100.0,-37.573841,175.148451
2512,M59642,No Aerial,100.0,99.82638889,99.75198413,-37.573745,175.149086
2513,M24407,No Aerial,100.0,100.0,100.0496032,-37.557683,175.14513
2515,M48808,No Aerial,100.0,99.98842593,100.0496032,-37.558364,175.145395
